Vehicle_ID,EV_Brand,Model,Vehicle_Type,Battery_Capacity_kWh,Manufacturing_Year,Customer_ID
V02189,BYD,Atto 3,SUV,60.0,2025,CU02189
V02190,BYD,Seal,Sedan,82.0,2025,CU02190
V02191,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02191
V02192,Hyundai,Ioniq 5,SUV,72.0,2025,CU02192
V02193,Bajaj,Chetak,Scooter,3.2,2023,CU02193
V02194,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02194
V02195,Hyundai,Ioniq 5,SUV,72.0,2025,CU02195
V02196,Bajaj,Chetak,Scooter,3.2,2022,CU02196
V02197,Ola Electric,S1 Air,Scooter,3.0,2024,CU02197
V02198,Olectra,City Bus,Bus,300.0,2025,CU02198
V02199,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02199
V02200,Ather,450X,Scooter,4.0,2022,CU02200
V02201,Olectra,City Bus,Bus,300.0,2024,CU02201
V02202,Kia,EV6,SUV,77.0,2025,CU02202
V02203,Bajaj,Chetak,Scooter,3.2,2023,CU02203
V02204,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02204
V02205,Ola Electric,S1 Air,Scooter,3.0,2023,CU02205
V02206,Kia,EV9,SUV,99.0,2022,CU02206
V02207,Bajaj,Chetak,Scooter,3.2,2022,CU02207
V02208,Tata,Nexon EV,Car,40.0,2022,CU02208
V02209,BYD,Seal,Sedan,82.0,2024,CU02209
V02210,Mahindra,XUV400,SUV,39.0,2024,CU02210
V02211,Kia,EV6,SUV,77.0,2025,CU02211
V02212,Olectra,City Bus,Bus,300.0,2023,CU02212
V02213,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02213
V02214,Ather,Rizta,Scooter,3.7,2025,CU02214
V02215,Olectra,City Bus,Bus,300.0,2025,CU02215
V02216,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02216
V02217,Tata,Nexon EV,Car,40.0,2025,CU02217
V02218,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02218
V02219,Kia,EV9,SUV,99.0,2022,CU02219
V02220,MG,Comet EV,Car,17.0,2025,CU02220
V02221,Olectra,City Bus,Bus,300.0,2025,CU02221
V02222,Ola Electric,S1 Air,Scooter,3.0,2025,CU02222
V02223,Bajaj,Chetak,Scooter,3.2,2023,CU02223
V02224,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02224
V02225,TVS,iQube,Scooter,3.4,2025,CU02225
V02226,Ather,450X,Scooter,4.0,2024,CU02226
V02227,Kia,EV9,SUV,99.0,2022,CU02227
V02228,MG,Comet EV,Car,17.0,2024,CU02228
V02229,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02229
V02230,MG,ZS EV,SUV,50.0,2025,CU02230
V02231,Hyundai,Ioniq 5,SUV,72.0,2024,CU02231
V02232,Bajaj,Chetak,Scooter,3.2,2022,CU02232
V02233,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02233
V02234,Kia,EV9,SUV,99.0,2023,CU02234
V02235,Olectra,City Bus,Bus,300.0,2024,CU02235
V02236,Kia,EV6,SUV,77.0,2022,CU02236
V02237,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02237
V02238,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02238
V02239,Tata,Nexon EV,Car,40.0,2025,CU02239
V02240,Olectra,City Bus,Bus,300.0,2024,CU02240
V02241,Hyundai,Ioniq 5,SUV,72.0,2022,CU02241
V02242,BYD,Atto 3,SUV,60.0,2025,CU02242
V02243,Ather,450X,Scooter,4.0,2025,CU02243
V02244,BYD,eMAX 7,MPV,71.0,2022,CU02244
V02245,Ather,450X,Scooter,4.0,2023,CU02245
V02246,Ola Electric,S1 Pro,Scooter,4.0,2022,CU02246
V02247,Hyundai,Kona Electric,SUV,39.0,2024,CU02247
V02248,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02248
V02249,Olectra,City Bus,Bus,300.0,2023,CU02249
V02250,BYD,Seal,Sedan,82.0,2024,CU02250
V02251,Olectra,City Bus,Bus,300.0,2024,CU02251
V02252,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02252
V02253,Tata,Nexon EV,Car,40.0,2024,CU02253
V02254,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02254
V02255,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02255
V02256,TVS,iQube,Scooter,3.4,2024,CU02256
V02257,MG,ZS EV,SUV,50.0,2025,CU02257
V02258,MG,Comet EV,Car,17.0,2025,CU02258
V02259,Tata,Punch EV,Car,35.0,2023,CU02259
V02260,TVS,iQube,Scooter,3.4,2024,CU02260
V02261,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02261
V02262,TVS,iQube,Scooter,3.4,2022,CU02262
V02263,TVS,iQube,Scooter,3.4,2024,CU02263
V02264,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02264
V02265,Ola Electric,S1 Air,Scooter,3.0,2024,CU02265
V02266,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02266
V02267,Bajaj,Chetak,Scooter,3.2,2023,CU02267
V02268,MG,ZS EV,SUV,50.0,2024,CU02268
V02269,Ather,450X,Scooter,4.0,2023,CU02269
V02270,Mahindra,XUV400,SUV,39.0,2024,CU02270
V02271,Mahindra,BE 6,SUV,59.0,2024,CU02271
V02272,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02272
V02273,Olectra,City Bus,Bus,300.0,2022,CU02273
V02274,Hyundai,Ioniq 5,SUV,72.0,2023,CU02274
V02275,Bajaj,Chetak,Scooter,3.2,2022,CU02275
V02276,Tata,Punch EV,Car,35.0,2022,CU02276
V02277,BYD,Seal,Sedan,82.0,2023,CU02277
V02278,Bajaj,Chetak,Scooter,3.2,2023,CU02278
V02279,Ola Electric,S1 Air,Scooter,3.0,2025,CU02279
V02280,Mahindra,BE 6,SUV,59.0,2022,CU02280
V02281,Bajaj,Chetak,Scooter,3.2,2022,CU02281
V02282,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02282
V02283,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02283
V02284,Ather,450X,Scooter,4.0,2023,CU02284
V02285,Ather,450X,Scooter,4.0,2024,CU02285
V02286,BYD,Seal,Sedan,82.0,2023,CU02286
V02287,Mahindra,XEV 9e,SUV,79.0,2023,CU02287
V02288,Ather,Rizta,Scooter,3.7,2025,CU02288
V02289,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02289
V02290,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02290
V02291,TVS,iQube,Scooter,3.4,2023,CU02291
V02292,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02292
V02293,Mahindra,XEV 9e,SUV,79.0,2025,CU02293
V02294,Olectra,City Bus,Bus,300.0,2025,CU02294
V02295,Bajaj,Chetak,Scooter,3.2,2022,CU02295
V02296,Olectra,City Bus,Bus,300.0,2024,CU02296
V02297,Ather,Rizta,Scooter,3.7,2024,CU02297
V02298,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02298
V02299,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02299
V02300,Ather,450X,Scooter,4.0,2024,CU02300
V02301,Olectra,City Bus,Bus,300.0,2023,CU02301
V02302,Olectra,City Bus,Bus,300.0,2023,CU02302
V02303,Ather,450X,Scooter,4.0,2025,CU02303
V02304,TVS,iQube,Scooter,3.4,2023,CU02304
V02305,TVS,iQube,Scooter,3.4,2022,CU02305
V02306,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02306
V02307,BYD,Atto 3,SUV,60.0,2024,CU02307
V02308,Tata,Tiago EV,Car,24.0,2024,CU02308
V02309,Tata,Punch EV,Car,35.0,2024,CU02309
V02310,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02310
V02311,MG,Windsor EV,Car,38.0,2023,CU02311
V02312,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02312
V02313,Hyundai,Kona Electric,SUV,39.0,2023,CU02313
V02314,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02314
V02315,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02315
V02316,Tata,Tiago EV,Car,24.0,2022,CU02316
V02317,BYD,eMAX 7,MPV,71.0,2023,CU02317
V02318,Tata,Nexon EV,Car,40.0,2022,CU02318
V02319,Mahindra,BE 6,SUV,59.0,2025,CU02319
V02320,BYD,Seal,Sedan,82.0,2024,CU02320
V02321,Mahindra,XUV400,SUV,39.0,2025,CU02321
V02322,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02322
V02323,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02323
V02324,Hyundai,Kona Electric,SUV,39.0,2024,CU02324
V02325,Tata,Tiago EV,Car,24.0,2023,CU02325
V02326,Kia,EV6,SUV,77.0,2025,CU02326
V02327,Ather,450X,Scooter,4.0,2025,CU02327
V02328,Hyundai,Kona Electric,SUV,39.0,2024,CU02328
V02329,Ather,450X,Scooter,4.0,2023,CU02329
V02330,Ather,450X,Scooter,4.0,2025,CU02330
V02331,Hyundai,Ioniq 5,SUV,72.0,2022,CU02331
V02332,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02332
V02333,Ola Electric,S1 Air,Scooter,3.0,2023,CU02333
V02334,Ola Electric,S1 Air,Scooter,3.0,2022,CU02334
V02335,MG,Comet EV,Car,17.0,2025,CU02335
V02336,Kia,EV9,SUV,99.0,2022,CU02336
V02337,Mahindra,BE 6,SUV,59.0,2024,CU02337
V02338,Ather,Rizta,Scooter,3.7,2024,CU02338
V02339,Olectra,City Bus,Bus,300.0,2024,CU02339
V02340,Mahindra,XEV 9e,SUV,79.0,2024,CU02340
V02341,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02341
V02342,Hyundai,Kona Electric,SUV,39.0,2025,CU02342
V02343,TVS,iQube,Scooter,3.4,2022,CU02343
V02344,Ola Electric,S1 Air,Scooter,3.0,2023,CU02344
V02345,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02345
V02346,Kia,EV6,SUV,77.0,2024,CU02346
V02347,Kia,EV6,SUV,77.0,2024,CU02347
V02348,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02348
V02349,Tata,Nexon EV,Car,40.0,2024,CU02349
V02350,Olectra,City Bus,Bus,300.0,2022,CU02350
V02351,Hyundai,Ioniq 5,SUV,72.0,2022,CU02351
V02352,Tata,Punch EV,Car,35.0,2024,CU02352
V02353,TVS,iQube,Scooter,3.4,2023,CU02353
V02354,TVS,iQube,Scooter,3.4,2022,CU02354
V02355,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02355
V02356,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02356
V02357,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02357
V02358,Hyundai,Kona Electric,SUV,39.0,2025,CU02358
V02359,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02359
V02360,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02360
V02361,Bajaj,Chetak,Scooter,3.2,2023,CU02361
V02362,Mahindra,BE 6,SUV,59.0,2025,CU02362
V02363,Olectra,City Bus,Bus,300.0,2023,CU02363
V02364,TVS,iQube,Scooter,3.4,2024,CU02364
V02365,Tata,Nexon EV,Car,40.0,2024,CU02365
V02366,Ather,450X,Scooter,4.0,2022,CU02366
V02367,Kia,EV9,SUV,99.0,2022,CU02367
V02368,Olectra,City Bus,Bus,300.0,2023,CU02368
V02369,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02369
V02370,BYD,Seal,Sedan,82.0,2024,CU02370
V02371,BYD,Seal,Sedan,82.0,2024,CU02371
V02372,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02372
V02373,Ather,Rizta,Scooter,3.7,2022,CU02373
V02374,MG,ZS EV,SUV,50.0,2022,CU02374
V02375,Kia,EV9,SUV,99.0,2024,CU02375
V02376,Olectra,City Bus,Bus,300.0,2025,CU02376
V02377,Mahindra,XUV400,SUV,39.0,2023,CU02377
V02378,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02378
V02379,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02379
V02380,Ather,450X,Scooter,4.0,2025,CU02380
V02381,TVS,iQube,Scooter,3.4,2023,CU02381
V02382,MG,Windsor EV,Car,38.0,2024,CU02382
V02383,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02383
V02384,Tata,Nexon EV,Car,40.0,2024,CU02384
V02385,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02385
V02386,Bajaj,Chetak,Scooter,3.2,2022,CU02386
V02387,Kia,EV6,SUV,77.0,2023,CU02387
V02388,Mahindra,XUV400,SUV,39.0,2024,CU02388
V02389,BYD,eMAX 7,MPV,71.0,2024,CU02389
V02390,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02390
V02391,Hyundai,Kona Electric,SUV,39.0,2022,CU02391
V02392,Ola Electric,S1 Air,Scooter,3.0,2023,CU02392
V02393,Mahindra,XUV400,SUV,39.0,2022,CU02393
V02394,Ather,Rizta,Scooter,3.7,2022,CU02394
V02395,Ather,Rizta,Scooter,3.7,2024,CU02395
V02396,Olectra,City Bus,Bus,300.0,2025,CU02396
V02397,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02397
V02398,Olectra,City Bus,Bus,300.0,2024,CU02398
V02399,TVS,iQube,Scooter,3.4,2022,CU02399
V02400,Kia,EV9,SUV,99.0,2022,CU02400
V02401,Ola Electric,S1 Pro,Scooter,4.0,2022,CU02401
V02402,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02402
V02403,Olectra,City Bus,Bus,300.0,2025,CU02403
V02404,BYD,eMAX 7,MPV,71.0,2023,CU02404
V02405,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02405
V02406,Ather,450X,Scooter,4.0,2023,CU02406
V02407,Olectra,City Bus,Bus,300.0,2024,CU02407
V02408,Ola Electric,S1 Air,Scooter,3.0,2024,CU02408
V02409,TVS,iQube,Scooter,3.4,2024,CU02409
V02410,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02410
V02411,Tata,Punch EV,Car,35.0,2022,CU02411
V02412,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02412
V02413,Kia,EV9,SUV,99.0,2024,CU02413
V02414,MG,Windsor EV,Car,38.0,2024,CU02414
V02415,Ather,450X,Scooter,4.0,2023,CU02415
V02416,MG,ZS EV,SUV,50.0,2025,CU02416
V02417,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02417
V02418,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02418
V02419,Olectra,City Bus,Bus,300.0,2023,CU02419
V02420,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02420
V02421,TVS,iQube,Scooter,3.4,2023,CU02421
V02422,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02422
V02423,BYD,Seal,Sedan,82.0,2025,CU02423
V02424,Hyundai,Kona Electric,SUV,39.0,2024,CU02424
V02425,TVS,iQube,Scooter,3.4,2025,CU02425
V02426,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02426
V02427,Ola Electric,S1 Pro,Scooter,4.0,2024,CU02427
V02428,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02428
V02429,Kia,EV6,SUV,77.0,2025,CU02429
V02430,Ather,Rizta,Scooter,3.7,2023,CU02430
V02431,TVS,iQube,Scooter,3.4,2025,CU02431
V02432,BYD,eMAX 7,MPV,71.0,2022,CU02432
V02433,Tata,Curvv EV,SUV,55.0,2023,CU02433
V02434,Kia,EV9,SUV,99.0,2024,CU02434
V02435,Kia,EV6,SUV,77.0,2022,CU02435
V02436,Tata,Punch EV,Car,35.0,2023,CU02436
V02437,MG,Comet EV,Car,17.0,2024,CU02437
V02438,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02438
V02439,Olectra,City Bus,Bus,300.0,2023,CU02439
V02440,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02440
V02441,Bajaj,Chetak,Scooter,3.2,2023,CU02441
V02442,Ola Electric,S1 Pro,Scooter,4.0,2024,CU02442
V02443,Olectra,City Bus,Bus,300.0,2025,CU02443
V02444,Kia,EV6,SUV,77.0,2022,CU02444
V02445,Olectra,City Bus,Bus,300.0,2023,CU02445
V02446,Hyundai,Kona Electric,SUV,39.0,2022,CU02446
V02447,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02447
V02448,Tata,Tiago EV,Car,24.0,2023,CU02448
V02449,Olectra,City Bus,Bus,300.0,2024,CU02449
V02450,TVS,iQube,Scooter,3.4,2024,CU02450
V02451,BYD,Seal,Sedan,82.0,2022,CU02451
V02452,PMI Electro,12m Electric Bus,Bus,250.0,2022,CU02452
V02453,Hyundai,Ioniq 5,SUV,72.0,2023,CU02453
V02454,Ather,450X,Scooter,4.0,2022,CU02454
V02455,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02455
V02456,Mahindra,XUV400,SUV,39.0,2023,CU02456
V02457,MG,ZS EV,SUV,50.0,2022,CU02457
V02458,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02458
V02459,Tata,Curvv EV,SUV,55.0,2023,CU02459
V02460,Ather,450X,Scooter,4.0,2023,CU02460
V02461,Olectra,City Bus,Bus,300.0,2022,CU02461
V02462,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02462
V02463,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02463
V02464,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02464
V02465,BYD,Seal,Sedan,82.0,2025,CU02465
V02466,Bajaj,Chetak,Scooter,3.2,2024,CU02466
V02467,Hyundai,Ioniq 5,SUV,72.0,2025,CU02467
V02468,Tata,Curvv EV,SUV,55.0,2025,CU02468
V02469,Hyundai,Kona Electric,SUV,39.0,2025,CU02469
V02470,Ola Electric,S1 Pro,Scooter,4.0,2025,CU02470
V02471,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02471
V02472,MG,ZS EV,SUV,50.0,2022,CU02472
V02473,BYD,eMAX 7,MPV,71.0,2024,CU02473
V02474,Kia,EV9,SUV,99.0,2022,CU02474
V02475,MG,ZS EV,SUV,50.0,2023,CU02475
V02476,Bajaj,Chetak,Scooter,3.2,2022,CU02476
V02477,BYD,Atto 3,SUV,60.0,2024,CU02477
V02478,Mahindra,BE 6,SUV,59.0,2023,CU02478
V02479,MG,Comet EV,Car,17.0,2024,CU02479
V02480,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02480
V02481,Tata,Tiago EV,Car,24.0,2025,CU02481
V02482,TVS,iQube,Scooter,3.4,2025,CU02482
V02483,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02483
V02484,BYD,Atto 3,SUV,60.0,2023,CU02484
V02485,Bajaj,Chetak,Scooter,3.2,2023,CU02485
V02486,Hyundai,Kona Electric,SUV,39.0,2022,CU02486
V02487,Mahindra,XEV 9e,SUV,79.0,2024,CU02487
V02488,TVS,iQube,Scooter,3.4,2024,CU02488
V02489,Olectra,City Bus,Bus,300.0,2024,CU02489
V02490,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02490
V02491,Bajaj,Chetak,Scooter,3.2,2022,CU02491
V02492,Olectra,City Bus,Bus,300.0,2024,CU02492
V02493,Ather,450X,Scooter,4.0,2023,CU02493
V02494,Tata,Punch EV,Car,35.0,2025,CU02494
V02495,BYD,eMAX 7,MPV,71.0,2023,CU02495
V02496,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02496
V02497,Ather,Rizta,Scooter,3.7,2025,CU02497
V02498,Mahindra,XUV400,SUV,39.0,2025,CU02498
V02499,Ola Electric,S1 Pro,Scooter,4.0,2025,CU02499
V02500,Ola Electric,S1 Air,Scooter,3.0,2023,CU02500
V02501,Ather,450X,Scooter,4.0,2025,CU02501
V02502,Ather,450X,Scooter,4.0,2025,CU02502
V02503,BYD,Atto 3,SUV,60.0,2024,CU02503
V02504,Olectra,City Bus,Bus,300.0,2023,CU02504
V02505,Bajaj,Chetak,Scooter,3.2,2024,CU02505
V02506,Olectra,City Bus,Bus,300.0,2023,CU02506
V02507,JBM,ECOLIFE Bus,Bus,300.0,2022,CU02507
V02508,Hyundai,Ioniq 5,SUV,72.0,2022,CU02508
V02509,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02509
V02510,Tata,Nexon EV,Car,40.0,2024,CU02510
V02511,Hyundai,Kona Electric,SUV,39.0,2024,CU02511
V02512,Olectra,City Bus,Bus,300.0,2023,CU02512
V02513,Kia,EV9,SUV,99.0,2024,CU02513
V02514,Olectra,City Bus,Bus,300.0,2025,CU02514
V02515,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02515
V02516,Hyundai,Ioniq 5,SUV,72.0,2025,CU02516
V02517,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02517
V02518,Mahindra,BE 6,SUV,59.0,2024,CU02518
V02519,Olectra,City Bus,Bus,300.0,2025,CU02519
V02520,Mahindra,XEV 9e,SUV,79.0,2025,CU02520
V02521,Hyundai,Kona Electric,SUV,39.0,2023,CU02521
V02522,Ather,450X,Scooter,4.0,2022,CU02522
V02523,Tata,Punch EV,Car,35.0,2024,CU02523
V02524,TVS,iQube,Scooter,3.4,2025,CU02524
V02525,MG,Windsor EV,Car,38.0,2024,CU02525
V02526,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02526
V02527,BYD,Seal,Sedan,82.0,2024,CU02527
V02528,BYD,Atto 3,SUV,60.0,2023,CU02528
V02529,Olectra,City Bus,Bus,300.0,2025,CU02529
V02530,MG,ZS EV,SUV,50.0,2025,CU02530
V02531,Hyundai,Ioniq 5,SUV,72.0,2022,CU02531
V02532,BYD,eMAX 7,MPV,71.0,2024,CU02532
V02533,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02533
V02534,Bajaj,Chetak,Scooter,3.2,2023,CU02534
V02535,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02535
V02536,Kia,EV9,SUV,99.0,2022,CU02536
V02537,Mahindra,BE 6,SUV,59.0,2024,CU02537
V02538,Ola Electric,S1 Air,Scooter,3.0,2023,CU02538
V02539,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02539
V02540,Tata,Curvv EV,SUV,55.0,2025,CU02540
V02541,TVS,iQube,Scooter,3.4,2024,CU02541
V02542,Hero MotoCorp,Vida V1,Scooter,3.9,2025,CU02542
V02543,Ather,Rizta,Scooter,3.7,2022,CU02543
V02544,Tata,Punch EV,Car,35.0,2023,CU02544
V02545,Bajaj,Chetak,Scooter,3.2,2023,CU02545
V02546,Hero MotoCorp,Vida V1,Scooter,3.9,2022,CU02546
V02547,MG,Comet EV,Car,17.0,2023,CU02547
V02548,TVS,iQube,Scooter,3.4,2022,CU02548
V02549,Tata,Curvv EV,SUV,55.0,2022,CU02549
V02550,Ather,450X,Scooter,4.0,2023,CU02550
V02551,Mahindra,XEV 9e,SUV,79.0,2024,CU02551
V02552,Hyundai,Kona Electric,SUV,39.0,2023,CU02552
V02553,BYD,Atto 3,SUV,60.0,2023,CU02553
V02554,BYD,Atto 3,SUV,60.0,2025,CU02554
V02555,Ola Electric,S1 Air,Scooter,3.0,2022,CU02555
V02556,Tata,Tiago EV,Car,24.0,2023,CU02556
V02557,Bajaj,Chetak,Scooter,3.2,2024,CU02557
V02558,Hero MotoCorp,Vida V1,Scooter,3.9,2024,CU02558
V02559,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02559
V02560,Hyundai,Kona Electric,SUV,39.0,2023,CU02560
V02561,Hyundai,Ioniq 5,SUV,72.0,2025,CU02561
V02562,Bajaj,Chetak,Scooter,3.2,2025,CU02562
V02563,MG,Comet EV,Car,17.0,2025,CU02563
V02564,TVS,iQube,Scooter,3.4,2024,CU02564
V02565,Ather,Rizta,Scooter,3.7,2023,CU02565
V02566,Tata,Nexon EV,Car,40.0,2022,CU02566
V02567,BYD,Atto 3,SUV,60.0,2024,CU02567
V02568,Kia,EV6,SUV,77.0,2024,CU02568
V02569,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02569
V02570,Ola Electric,S1 Air,Scooter,3.0,2025,CU02570
V02571,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02571
V02572,Bajaj,Chetak,Scooter,3.2,2023,CU02572
V02573,MG,Windsor EV,Car,38.0,2024,CU02573
V02574,Hyundai,Kona Electric,SUV,39.0,2023,CU02574
V02575,TVS,iQube,Scooter,3.4,2025,CU02575
V02576,Mahindra,XUV400,SUV,39.0,2024,CU02576
V02577,BYD,Atto 3,SUV,60.0,2025,CU02577
V02578,Ola Electric,S1 Air,Scooter,3.0,2022,CU02578
V02579,Olectra,City Bus,Bus,300.0,2023,CU02579
V02580,Hyundai,Kona Electric,SUV,39.0,2022,CU02580
V02581,TVS,iQube,Scooter,3.4,2025,CU02581
V02582,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02582
V02583,Ather,450X,Scooter,4.0,2023,CU02583
V02584,Kia,EV6,SUV,77.0,2025,CU02584
V02585,PMI Electro,12m Electric Bus,Bus,250.0,2023,CU02585
V02586,Kia,EV6,SUV,77.0,2022,CU02586
V02587,Tata,Tiago EV,Car,24.0,2022,CU02587
V02588,Bajaj,Chetak,Scooter,3.2,2022,CU02588
V02589,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02589
V02590,Tata,Tiago EV,Car,24.0,2022,CU02590
V02591,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02591
V02592,Ola Electric,S1 Pro,Scooter,4.0,2024,CU02592
V02593,Ather,450X,Scooter,4.0,2024,CU02593
V02594,Ather,Rizta,Scooter,3.7,2024,CU02594
V02595,Hyundai,Kona Electric,SUV,39.0,2022,CU02595
V02596,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02596
V02597,Ola Electric,S1 Pro,Scooter,4.0,2025,CU02597
V02598,Kia,EV9,SUV,99.0,2022,CU02598
V02599,Ola Electric,S1 Air,Scooter,3.0,2025,CU02599
V02600,Tata,Tiago EV,Car,24.0,2025,CU02600
V02601,MG,Windsor EV,Car,38.0,2024,CU02601
V02602,JBM,ECOLIFE Bus,Bus,300.0,2025,CU02602
V02603,Hyundai,Kona Electric,SUV,39.0,2025,CU02603
V02604,Tata,Curvv EV,SUV,55.0,2025,CU02604
V02605,Bajaj,Chetak,Scooter,3.2,2024,CU02605
V02606,Bajaj,Chetak,Scooter,3.2,2023,CU02606
V02607,Hyundai,Ioniq 5,SUV,72.0,2023,CU02607
V02608,Ather,450X,Scooter,4.0,2023,CU02608
V02609,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02609
V02610,Tata,Nexon EV,Car,40.0,2023,CU02610
V02611,Ather,450X,Scooter,4.0,2025,CU02611
V02612,MG,Comet EV,Car,17.0,2025,CU02612
V02613,Olectra,City Bus,Bus,300.0,2024,CU02613
V02614,PMI Electro,12m Electric Bus,Bus,250.0,2024,CU02614
V02615,Ola Electric,S1 Air,Scooter,3.0,2025,CU02615
V02616,Hyundai,Ioniq 5,SUV,72.0,2023,CU02616
V02617,Bajaj,Chetak,Scooter,3.2,2025,CU02617
V02618,Ola Electric,S1 Pro,Scooter,4.0,2023,CU02618
V02619,BYD,Atto 3,SUV,60.0,2022,CU02619
V02620,PMI Electro,12m Electric Bus,Bus,250.0,2025,CU02620
V02621,MG,ZS EV,SUV,50.0,2022,CU02621
V02622,Olectra,City Bus,Bus,300.0,2023,CU02622
V02623,Hero MotoCorp,Vida V1,Scooter,3.9,2023,CU02623
V02624,Olectra,City Bus,Bus,300.0,2025,CU02624
V02625,JBM,ECOLIFE Bus,Bus,300.0,2023,CU02625
V02626,JBM,ECOLIFE Bus,Bus,300.0,2024,CU02626
V02627,Bajaj,Chetak,Scooter,3.2,2022,CU02627
